"brand","name","sku","weight","length","width","height","supplier_sku","category"
"TapeTech","MUD HEAD FOR OUTSIDE CORNER (90 DEGREES)","16TT","0.7025","7","5","5","TTT16TT","AUTOMATIC TAPING TOOLS"
"TapeTech","MUD HEAD FOR INSIDE CORNER (90 DEGREES)","16TT90","0.681","7","5.5","5","TTT16TT90","AUTOMATIC TAPING TOOLS"
"TapeTech","NYLINER TYPE 6 ","179009","0.005","0.5","0.5","0.5","TTT179009","AUTOMATIC TT PARTS"
"TapeTech","OUTSIDE CORNER ROLLER ","17TT","1.22","","","","TTT17TT","AUTOMATIC TAPING TOOLS"
"TapeTech","OUTSIDE CORNER ROLLER (EUR) TAPETECH","17TTE","1.086","7","5.5","4.5","TTT17TTE","AUTOMATIC TAPING TOOLS"
"TapeTech","BLOCK ","190002","0.02","0.4","0.45","1.3","TTT190002","AUTOMATIC TT PARTS"
"TapeTech","Adjuster ","190033","0.01","","","","TTT190033","AUTOMATIC TT PARTS"
"TapeTech","Coupler ","190034","0.01","12","0.2","0.2","TTT190034","AUTOMATIC TT PARTS"
"TapeTech","PIN ","190036","0.01","","","","TTT190036","AUTOMATIC TT PARTS"
"TapeTech","LEVER TAPETECH ","191001","1","","","","TTT191001","AUTOMATIC TT PARTS"
"TapeTech","PIN TAPETECH ","191006","0.298","2","0.5","0.5","TTT191006","AUTOMATIC TT PARTS"
"TapeTech","ROD ","191007","0.47","","","","TTT191007","AUTOMATIC TT PARTS"
"TapeTech","HINGE CASTING ASSEMBLY ","196003","0.5","","","","TTT196003","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 3/8 SET SCREW FL. POINT H","199010","0.0015","0.15","0.15","0.4","TTT199010","AUTOMATIC TT PARTS"
"TapeTech","NUT 8-32 SMALL PAT 1/4 FL. SS TAPETECH","199011","0.00075","0.1","0.2","0.2","TTT199011","AUTOMATIC TT PARTS"
"TapeTech","7"" SS BLADE FLAT BOX ","2000016","1","","","","TTT2000016","AUTOMATIC TT PARTS"
"TapeTech","WIPER FOR 7"" FLAT BOX ","200026F","0.012","7","5","0.5","TTT200026F","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX SHOULDER SCREW","200052F","0.0125","4","4","1","TTT200052F","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX PUSH ROD  CROWN ADJUSTMENT","2020076","1","","","","TTT2020076","AUTOMATIC TT PARTS"
"TapeTech","SPRING ANCHOR ","202020","0.003","0.25","0.2","0.25","TTT202020","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX REPAIR CLIP","2020226","0.0002","2","0.5","0.01","TTT2020226","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX THREADED WASHER","202028","0.0035","0.25","0.5","0.5","TTT202028","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX SHOULDER SCREW","202036","0.01","0.2","0.2","0.6","TTT202036","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX PRESSURE PLATE SPRING","202044F6","1","","","","TTT202044F6","AUTOMATIC TT PARTS"
"TapeTech","7 AND 10 INCH CROWN SPRING","203010","0.012","0.05","0.5","4.25","TTT203010","AUTOMATIC TT PARTS"
"TapeTech","7"" BLADE HOLDER ASSEMBLY ","204002","0.12","8","1","0.2","TTT204002","AUTOMATIC TT PARTS"
"TapeTech","TAPE TECH 7"" STANDARD AXLE","205045G","0.109","0.25","0.5","7","TTT205045G","AUTOMATIC TT PARTS"
"TapeTech","DIAL ASSEMBLY FOR 10"" BOX","206003","0.0385","1.5","1.25","0.25","TTT206003","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX RIGHT SKID COVER","2090066","0.006","1","0.5","0.5","TTT2090066","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 1/4"" FILLISTER HEAD SCREW","2090126","0.00167","0.2","0.2","0.3","TTT2090126","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 7/32"" BIND HEAD SCREW  +","2090166","0.001","0.5","0.5","0.5","TTT2090166","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX 10-24 NUT NYLOCK +","2090176","0.0045","0.25","0.35","0.35","TTT2090176","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX 10-24 WING NUT +","2090306","1","","","","TTT2090306","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX LEFT SKID COVER","2090396","0.007","1.5","0.5","0.5","TTT2090396","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX #10 BRASS WASHER","2090426","0.16667","","","","TTT2090426","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX WASHER","209046","0.0045","0.15","0.5","0.5","TTT209046","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX NYLINER BEARING","209047","7E-05","0.25","0.4","0.4","TTT209047","AUTOMATIC TT PARTS"
"TapeTech","Screw, 4-40 X 1/8 Bind. Hd. S.S.","209048","0.00133","0.25","0.25","0.25","TTT209048","AUTOMATIC TT PARTS"
"TapeTech","TT SCREW 6-32 X 5/16 BIND HD SS","209049","0.00133","0.25","0.25","0.75","TTT209049","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 7/16 SLOTTED FL. HEAD  SS","209050","0.001","0.2","0.1","0.1","TTT209050","AUTOMATIC TT PARTS"
"TapeTech","6-32 Brass Nut ","209058","0.002","0.15","0.3","0.3","TTT209058","AUTOMATIC TT PARTS"
"TapeTech","BEARING WASHER ","2091486","0.00125","0.3","0.3","0.3","TTT2091486","AUTOMATIC TT PARTS"
"TapeTech","SCREW, 6-32 x 1/2 FLAT HEAD","209755","0.003","0.2","0.2","0.3","TTT209755","AUTOMATIC TT PARTS"
"TapeTech","LATCH ","210058F","0.005","0.25","0.5","1","TTT210058F","AUTOMATIC TT PARTS"
"TapeTech","SHOULDER SCREW ","210059","0.01","","","","TTT210059","AUTOMATIC TT PARTS"
"TapeTech","PIVOT BEARING TAPETECH ","210060","0.0155","","","","TTT210060","AUTOMATIC TT PARTS"
"TapeTech","SHOULDER SCREW TAPETECH","210073","0.022","0.5","0.5","1","TTT210073","AUTOMATIC TT PARTS"
"TapeTech","SEAL 7"" TAPETECH","210096","0","","","","TTT210096","AUTOMATIC TT PARTS"
"TapeTech","ARM POWER ASSIST TAPETECH","212081","0","","","","TTT212081","AUTOMATIC TT PARTS"
"TapeTech","BUSHING POWER ASSIST TAPETECH","212082","0","","","","TTT212082","AUTOMATIC TT PARTS"
"TapeTech","FLANGE LEFT POWER ASSIST TAPETECH","212084","0","","","","TTT212084","AUTOMATIC TT PARTS"
"TapeTech","FLANGE RIGHT POWER ASSIST TAPETECH","212085","0","","","","TTT212085","AUTOMATIC TT PARTS"
"TapeTech","POWER ASSIST HOOK ","212086","0.01","","","","TTT212086","AUTOMATIC TT PARTS"
"TapeTech","SPACER (POWER ASSIST) TAPETECH","212089","1","","","","TTT212089","AUTOMATIC TT PARTS"
"TapeTech","SPRING (POWER ASSIST) TAPETECH","212090","1","","","","TTT212090","AUTOMATIC TT PARTS"
"TapeTech","BOX WHEEL  SIDE GUIDE TAPETECH","213051","0.0315","","","","TTT213051","AUTOMATIC TT PARTS"
"TapeTech","COG ( POWER ASSIST) TAPETECH","213083","1","","","","TTT213083","AUTOMATIC TT PARTS"
"TapeTech","SPRING WASHER BELLEVILLE","2190646","0.0001","0.3","0.3","0.01","TTT2190646","AUTOMATIC TT PARTS"
"TapeTech","O RING (NEW STYLE) ","2190676","0.019","0.5","3","5","TTT2190676","AUTOMATIC TT PARTS"
"TapeTech","Screw, 6-32 X 5/8 ","219080","0.003","0.25","0.25","0.6","TTT219080","AUTOMATIC TT PARTS"
"TapeTech","TT SCREW 6-32 X 7/16 FLAT HD SS","219081","0.002","0.25","0.25","0.5","TTT219081","AUTOMATIC TT PARTS"
"TapeTech","SPRING ","219091","0.01","","","","TTT219091","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 1""BIND HEAD SCREW ","219092","0.00133","1","0.15","0.15","TTT219092","AUTOMATIC TT PARTS"
"TapeTech","#4 NYLON FLAT WASHER ","219095","0.00075","0.49","0.1","0.49","TTT219095","AUTOMATIC TT PARTS"
"TapeTech","SWIVEL Z COMPLETE TAPETECH","24D166","1","","","","TTT24D166","AUTOMATIC TT PARTS"
"TapeTech","10"" SS BLADE FLAT BOX ","2500016","0.023","10.25","0.25","0.25","TTT2500016","AUTOMATIC TT PARTS"
"TapeTech","SHIM 10 SHIM 10","250009","0.05","","","","TTT250009","AUTOMATIC TT PARTS"
"TapeTech","NEW WIPER ONE PIECE FOR 10"" FLAT BOX","250026F","0.09","12","4","1","TTT250026F","AUTOMATIC TT PARTS"
"TapeTech","10"" TIE ROD ","250040F","0.01","0.2","0.2","11","TTT250040F","AUTOMATIC TT PARTS"
"TapeTech","SIDE PLATE UNIVERSAL TAPETECH","251023G","0.156","0.1","3.5","6","TTT251023G","AUTOMATIC TT PARTS"
"TapeTech","SIDE PLATE TT TAPETECH ","251025G","0.1605","0.25","3.25","5.5","TTT251025G","AUTOMATIC TT PARTS"
"TapeTech","10"" BOX BLADE HOLDER ASSEMBLY","254002","0.1485","10.25","1","0.25","TTT254002","AUTOMATIC TT PARTS"
"TapeTech","CLAMP ASSEMBLY TAPETECH","254005","0.0665","10","1","1","TTT254005","AUTOMATIC TT PARTS"
"TapeTech","10"" AXLE STANDARD EZ ROLL WHEELS","255045G","0.151","9.25","0.75","0.25","TTT255045G","AUTOMATIC TT PARTS"
"TapeTech","10"" Wiper ","260024F","1","","","","TTT260024F","AUTOMATIC TT PARTS"
"TapeTech","10"" SPACER ROD TAPETECH ","260071","0.01","","","","TTT260071","AUTOMATIC TT PARTS"
"TapeTech","12"" SS BLADE FLAT BOX ","3000016","0.026","12","0.2","0.2","TTT3000016","AUTOMATIC TT PARTS"
"TapeTech","NEW WIPER ONE PIECE FOR 12"" FLAT BOX","300026F","0.13","","","","TTT300026F","AUTOMATIC TT PARTS"
"TapeTech","12"" TIE ROD ","300040F","0.0315","0.1","0.1","12.25","TTT300040F","AUTOMATIC TT PARTS"
"TapeTech","12"" CROWN SPRING TAPETECH","303010","0.04","7","0.3","0.1","TTT303010","AUTOMATIC TT PARTS"
"TapeTech","12"" BOX BLADE HOLDER ","304002","0.1625","12.5","1","0.25","TTT304002","AUTOMATIC TT PARTS"
"TapeTech","12"" AXLE STANDARD EZ ROLL WHEELS","305045G","0.185","10","1","1","TTT305045G","AUTOMATIC TT PARTS"
"TapeTech","12"" PRESSURE PLATE ","306027G","1.36","","","","TTT306027G","AUTOMATIC TT PARTS"
"TapeTech","12"" WIPER ","310024F","0.17","11.5","5.5","0.5","TTT310024F","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX WHEEL","310051F","0.0085","0.75","0.75","0.5","TTT310051F","AUTOMATIC TT PARTS"
"TapeTech","12"" SPACER ROD TAPETECH ","310071","0","","","","TTT310071","AUTOMATIC TT PARTS"
"TapeTech","10-24 X1 1/4 SL. FIL HD SCREW","3390736","0.01008","0.3","0.3","1.3","TTT3390736","AUTOMATIC TT PARTS"
"TapeTech","15"" SS BLADE ","340001","0.0345","0.1","0.1","15","TTT340001","AUTOMATIC TT PARTS"
"TapeTech","15"" WIPER TAPETECH ","340026","0.4","","","","TTT340026","AUTOMATIC TT PARTS"
"TapeTech","BLADE HOLDER ASSEMBLY TAPETECH","344002","0","","","","TTT344002","AUTOMATIC TT PARTS"
"TapeTech","8"" WIPER SET","350008","0.09","","","","TTT350008","AUTOMATIC TT PARTS"
"TapeTech","SEAL BLOCK   8 ","350033F","0.05","3","0.5","0.5","TTT350033F","AUTOMATIC TT PARTS"
"TapeTech","8"" PRESSURE PLATE ","350034","0.236","7","3","0.25","TTT350034","AUTOMATIC TT PARTS"
"TapeTech","FILLER TUBE ASSEMBLY- BODY ONLY TAPETECH","354003F","0.041","","","","TTT354003F","AUTOMATIC TT PARTS"
"TapeTech","6-32 X 1/4 BIND HEAD SCREW","359005","0.00233","0.25","0.25","0.3","TTT359005","AUTOMATIC TT PARTS"
"TapeTech","CARBIDE BLADE","400009F","0.01","2.5","0.2","0.2","TTT400009F","AUTOMATIC TT PARTS"
"TapeTech","SPRING RETAINER STOP","402002F","0.0035","0.25","0.5","0.75","TTT402002F","AUTOMATIC TT PARTS"
"TapeTech","INSERT SOCKET FOR ANGLE HEADS","402006","0.0065","1","2","1","TTT402006","AUTOMATIC TT PARTS"
"TapeTech","BALL RETAINER ","402012","0.018","0.1","1","2","TTT402012","AUTOMATIC TT PARTS"
"TapeTech","CENTER CLIP (SHORT)","402017F","0.0035","0.1","1","0.2","TTT402017F","AUTOMATIC TT PARTS"
"TapeTech","Blade Holder Stop ","402019","0.01","","","","TTT402019","AUTOMATIC TT PARTS"
"TapeTech","CENTER CLIP ASSEMBLY","404014F6","0.16667","","","","TTT404014F6","AUTOMATIC TT PARTS"
"TapeTech","RETAINER SPRING TAPETECH","409010","0.001","1","0.25","0.25","TTT409010","AUTOMATIC TT PARTS"
"TapeTech","ANGLE HEAD SKID","4090116","0.006","3","0.02","0.2","TTT4090116","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 1/8 SOCKET HEAD C SETSCREW +","4090136","0.005","0.1","0.1","0.1","TTT4090136","AUTOMATIC TT PARTS"
"TapeTech","RETAINER SPRING ","409021","0.01","","","","TTT409021","AUTOMATIC TT PARTS"
"TapeTech","2"" CORNER FINISHER ","40XTT","0.9025","7","6","5","TTT40XTT","AUTOMATIC TAPING TOOLS"
"TapeTech","Blade  Carbide  2.5 ","420009","0.01","2.75","0.2","0.1","TTT420009","AUTOMATIC TT PARTS"
"TapeTech","CORNER FINISHER 2.5 ","42TT","0.979","7.25","5.5","4.5","TTT42TT","AUTOMATIC TAPING TOOLS"
"TapeTech","3"" ANGLE HEAD CARBIDE BLADE","450009F","0.01","3.5","0.1","0.2","TTT450009F","AUTOMATIC TT PARTS"
"TapeTech","WEAR PAD ","480002F","0.007","0.15","0.3","2","TTT480002F","AUTOMATIC TT PARTS"
"TapeTech","OUTSIDE TENSION SPRING TAPETECH","480005","0.01","4","1","0.25","TTT480005","AUTOMATIC TT PARTS"
"TapeTech","ADJUSTABLE ARM  - RIGHT ","480007F","0.0155","0.1","0.25","1.75","TTT480007F","AUTOMATIC TT PARTS"
"TapeTech","ADJUSTABLE ARM  - LEFT ","480008F","0.016","0.25","0.25","1.75","TTT480008F","AUTOMATIC TT PARTS"
"TapeTech","EASYROLL FRAME RIGHT TAPETECH","480016F","0","","","","TTT480016F","AUTOMATIC TT PARTS"
"TapeTech","CENTER CLIP (SHORT)","480017F6","0.0045","1","0.5","0.5","TTT480017F6","AUTOMATIC TT PARTS"
"TapeTech","INSIDE TENSION SPRING TAPETECH","480021","0.0075","0.25","0.5","3.25","TTT480021","AUTOMATIC TT PARTS"
"TapeTech","WHEEL WHEEL","480026","0.0065","0.5","0.5","0.5","TTT480026","AUTOMATIC TT PARTS"
"TapeTech","WHEEL BUSHING","480027","0.01","0.3","0.2","0.2","TTT480027","AUTOMATIC TT PARTS"
"TapeTech","3 1/2"" ANGLE HEAD CARBIDE BLADE","480209","0.01","4","0.1","0.1","TTT480209","AUTOMATIC TT PARTS"
"TapeTech","HEAD FRAME STOP TAPETECH ","480230","0","","","","TTT480230","AUTOMATIC TT PARTS"
"TapeTech","CENTER CLIP ASSY (SERIAL # HIGHER THAN 23233)","484014F6","0.16666","2","1","1","TTT484014F6","AUTOMATIC TT PARTS"
"TapeTech","3"" EASYROLL  CORNER FINISHER HEAD","486001F","0.29","","","","TTT486001F","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 1/8 SOCKET HEAD SETSCREW","4890136","0.001","0.125","0.125","0.125","TTT4890136","AUTOMATIC TT PARTS"
"TapeTech","SCREW 4-40 X 5/16 NYLOCK PAN","489020","0.0015","0.1","0.1","0.25","TTT489020","AUTOMATIC TT PARTS"
"TapeTech","SCREW 4-40 X 1/2 BIND HD SS TAPETECH","489022","0.0008","0.25","0.25","0.6","TTT489022","AUTOMATIC TT PARTS"
"TapeTech","#6 FLAT WASHER SST FOR CORNER WHEEL","4890236","0.0085","0.2","0.2","0.1","TTT4890236","AUTOMATIC TT PARTS"
"TapeTech","O-RING 568-109 BUNA ","4890286","0.001","","","","TTT4890286","AUTOMATIC TT PARTS"
"TapeTech","6/32 X 5/8 SOC HD SST SCREW TAPETECH","489029","0.01","0.75","0.2","0.2","TTT489029","AUTOMATIC TT PARTS"
"TapeTech","3"" EASY ROLL ADJUSTABLE ANGLE HEAD","48TT","1.137","6","4","4","TTT48TT","AUTOMATIC TAPING TOOLS"
"TapeTech","3.5"" CORNER FINISHER ","48XTT","1.383","6","4","5","TTT48XTT","AUTOMATIC TAPING TOOLS"
"TapeTech","TTECH 4-40 X 3/16 FLAT HEAD SCREW","499023","0.00117","0.2","0.2","0.2","TTT499023","AUTOMATIC TT PARTS"
"TapeTech","Washer - .188Id X ","499024","0.00075","0.1","0.4","0.4","TTT499024","AUTOMATIC TT PARTS"
"TapeTech","SCREW 6-32 X 1/2 BIND HD 18-8  TAPETECH","499025","1","","","","TTT499025","AUTOMATIC TT PARTS"
"TapeTech","7"" WIPER ","500028","0.01","","","","TTT500028","AUTOMATIC TT PARTS"
"TapeTech","7"" PIVOT PRESSURE PLATE ","502005F","0.075","0.75","0.75","2.75","TTT502005F","AUTOMATIC TT PARTS"
"TapeTech","PIVOT BEARING","502006","0.0055","0.5","0.75","0.75","TTT502006","AUTOMATIC TT PARTS"
"TapeTech","5L7D-Type 4 Nyliner ","502007","0.00033","0.4","0.4","0.4","TTT502007","AUTOMATIC TT PARTS"
"TapeTech","SEAL ","5020196","0.01","4","4","2","TTT5020196","AUTOMATIC TT PARTS"
"TapeTech","10-32 x 1/2 BIND HEAD SCREW  TAPETECH","509008","0.006","0.3","0.3","0.75","TTT509008","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 5/16 FLAT HEAD SST TAPETECH","509010","0.01","0.2","0.2","0.2","TTT509010","AUTOMATIC TT PARTS"
"TapeTech","SCREW 1/4-20X 5/8 HEX HEAD TAPETECH","559017","0.01","0.65","0.5","0.5","TTT559017","AUTOMATIC TT PARTS"
"TapeTech","2"" NAIL SPOTTER CARBIDE BLADE","600005F","0.01","0.1","0.1","2.5","TTT600005F","AUTOMATIC TT PARTS"
"TapeTech","Handle Connector ","600022","0.01","0.5","2.25","0.002","TTT600022","AUTOMATIC TT PARTS"
"TapeTech","SPECIAL RIVET ","602029F","0.01","","","","TTT602029F","AUTOMATIC TT PARTS"
"TapeTech","ADJUSTABLE STOP TAPETECH","602035","0","","","","TTT602035","AUTOMATIC TT PARTS"
"TapeTech","SPECIAL WASHER TAPE TECH","602045F","0.0065","1","0.2","1","TTT602045F","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 1/2 FLAT HEAD SST SCREW","6090086","0.01","","","","TTT6090086","AUTOMATIC TT PARTS"
"TapeTech","SCREW 6-32 X 1/8 RD HD SS TAPETECH","609011","0.001","0.25","0.25","0.25","TTT609011","AUTOMATIC TT PARTS"
"TapeTech","4-40 ELASTIC SST STOP NUT +","6090126","0.01","0.1","0.2","0.2","TTT6090126","AUTOMATIC TT PARTS"
"TapeTech","NUT BLOCK ","609015","0.0045","0.25","0.5","0.5","TTT609015","AUTOMATIC TT PARTS"
"TapeTech","Washer (Plastic) ","6090186","0.0001","0.5","0.001","0.5","TTT6090186","AUTOMATIC TT PARTS"
"TapeTech","FRICTION WASHER TAPETECH","609020","0.0015","0.6","0.05","0.6","TTT609020","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 10-32X5/8 SCREW RD HD","609021","0.00675","0.35","0.35","0.7","TTT609021","AUTOMATIC TT PARTS"
"TapeTech","10-32 X 3/4 FLAT HD SST SCREW TAPETECH","609032","0.1","","","","TTT609032","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 3/8 FLAT HEAD SST SCREW","6090486","0.01","0.2","0.1","0.1","TTT6090486","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SERRATED HEX FLANGE NUT","609049","0.00433","0.2","0.5","0.5","TTT609049","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 6-32 X 3/32 SCREW SLOTTED RD","609050","1","","","","TTT609050","AUTOMATIC TT PARTS"
"TapeTech","HINGE BLOCK FOR NAIL SPOTTER TAPETECH","630010","0.5","","","","TTT630010","AUTOMATIC TT PARTS"
"TapeTech","2"" N.S. INSERT TAPETECH ","630030","1","","","","TTT630030","AUTOMATIC TT PARTS"
"TapeTech","2"" N.S. WIPER ","631015","0.0855","6","2","1","TTT631015","AUTOMATIC TT PARTS"
"TapeTech","SPRING, NAIL SPOTTERS LOW FORCE","632026","0.0195","12","0.5","0.5","TTT632026","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 2"" PRESS PLATE ASSY W/NEW STYLE TAB","634028","1","","","","TTT634028","AUTOMATIC TT PARTS"
"TapeTech","PLASTIC WASHER TAPETECH ","639020","0.0015","0.1","0.5","0.5","TTT639020","AUTOMATIC TT PARTS"
"TapeTech","3"" NAIL SPOTTER BLADE ","650005F","0.0135","3.5","0.002","0.001","TTT650005F","AUTOMATIC TT PARTS"
"TapeTech","3"" SKID FOR NS03TT TAPETECH","650007","1","","","","TTT650007","AUTOMATIC TT PARTS"
"TapeTech","SPECIAL WASHER TAPETECH","650040","0.0345","0.5","1","0.1","TTT650040","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 10-32X3/4 SCREW","659021","0.0065","0.3","0.3","0.8","TTT659021","AUTOMATIC TT PARTS"
"TapeTech","3"" NAIL SPOTTER WIPER ","681015","0.0875","4.75","3.25","0.5","TTT681015","AUTOMATIC TT PARTS"
"TapeTech","GLAND ","700004F","0.23","1.5","1.5","0.75","TTT700004F","AUTOMATIC TT PARTS"
"TapeTech","6226-14 U-CUP ","7000056","0.001","1","1","0.25","TTT7000056","AUTOMATIC TT PARTS"
"TapeTech","VALVE DISK","700010F","0.01","2.5","2.5","0.1","TTT700010F","AUTOMATIC TT PARTS"
"TapeTech","LINK ","700015F","1.23","","","","TTT700015F","AUTOMATIC TT PARTS"
"TapeTech","PUMP BUSHING LINER","7000296","0.01","","","","TTT7000296","AUTOMATIC TT PARTS"
"TapeTech","PUMP FINE MESH SCREEN","700032F","0.0165","2.5","2.5","0.25","TTT700032F","AUTOMATIC TT PARTS"
"TapeTech","PUMP COARSE MESH SCREEN (PLACED ON NEW PUMP)","700033F","0.16","","","","TTT700033F","AUTOMATIC TT PARTS"
"TapeTech","5/16-24 x 1-7/16 STUD ","700036","0.027","1.25","0.2","0.2","TTT700036","AUTOMATIC TT PARTS"
"TapeTech","SPECIAL NUT ","700037","0.042","0.75","1","1","TTT700037","AUTOMATIC TT PARTS"
"TapeTech","LANYARD ","700042","0.13","0.1","0.1","12","TTT700042","AUTOMATIC TT PARTS"
"TapeTech","PUMP GASKET","7000496","0.01","2","0.1","3","TTT7000496","AUTOMATIC TT PARTS"
"TapeTech","FILLER TUBE ASSEMBLY ","704040","0.082","2.5","2.5","0.5","TTT704040","AUTOMATIC TT PARTS"
"TapeTech","1/4-20X5/8 CAPSCREW SOCKET H TAPETECH","709006","0.01292","0.35","0.35","0.9","TTT709006","AUTOMATIC TT PARTS"
"TapeTech","HEX HEAD NUT - 5/16-24 TAPETECH","709007","0.046","0.2","0.3","0.3","TTT709007","AUTOMATIC TT PARTS"
"TapeTech","WASHER, SPECIAL TAPETECH ","709012","0.02","0.1","5","5","TTT709012","AUTOMATIC TT PARTS"
"TapeTech","10-32x3/8  FILLISTER HD SST SCREW TAPETECH","709017","0.0355","0.3","0.3","0.3","TTT709017","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 5/16-18X7/8 CAPSCREW HEX","709023","0.026","0.5","0.5","1","TTT709023","AUTOMATIC TT PARTS"
"TapeTech","LOCKWASHER 5/16 SAE MED TAPETECH","709024","0.00366","0.1","0.5","0.5","TTT709024","AUTOMATIC TT PARTS"
"TapeTech","3/8-16 THIN LOCKNUT, FLEXLOC TAPETECH","709027","0.09","0.2","0.5","0.5","TTT709027","AUTOMATIC TT PARTS"
"TapeTech","O-RING 568-210 BUNA ","7090346","0.01","","","","TTT7090346","AUTOMATIC TT PARTS"
"TapeTech","#63 S-HOOK 18-8 SST TAPETECH","709043","0.006","","","","TTT709043","AUTOMATIC TT PARTS"
"TapeTech","LOCK CLIP ","709046","0.01","","","","TTT709046","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 10 LOCKWASHER EXTERNAL","709050","0.0002","0.05","0.05","0.4","TTT709050","AUTOMATIC TT PARTS"
"TapeTech","STOPNUT 1/4 - 20 ELASTIC THIN PAT","709052","0.004","0.4","0.75","0.75","TTT709052","AUTOMATIC TT PARTS"
"TapeTech","10-24 x 7/8 ROUND HEAD SST SCREW TAPETECH","709055","0.007","1","0.25","0.25","TTT709055","AUTOMATIC TT PARTS"
"TapeTech","NUT 10-24 SST TAPETECH ","709056","0.01","0.1","0.3","0.3","TTT709056","AUTOMATIC TT PARTS"
"TapeTech","PISTON CUP AKA WIPER FOR 76TT","720009","0.01","","","","TTT720009","AUTOMATIC TT PARTS"
"TapeTech","PISTON CUP WIPER PUMP","720045","0.1","","","","TTT720045","AUTOMATIC TT PARTS"
"TapeTech","PUMP CYLINDER ONLY FITS 76TT","722003G","1.4","","","","TTT722003G","AUTOMATIC TT PARTS"
"TapeTech","PUMP HEAD REPLACEMENT UNIVERSAL TAPETECH","724001","1","","","","TTT724001","AUTOMATIC TT PARTS"
"TapeTech","CLAMP ASSEMBLY ","724061F","0.0995","3","1","1","TTT724061F","AUTOMATIC TT PARTS"
"TapeTech","QUICK RELEASE PIN ","7240656","0.0395","2.5","1.5","0.5","TTT7240656","AUTOMATIC TT PARTS"
"TapeTech","PUMP HANDLE TAPETECH","726018","0.5","","","","TTT726018","AUTOMATIC TT PARTS"
"TapeTech","Wiper, U-Cup ","729009","0.0225","3","3","1","TTT729009","AUTOMATIC TT PARTS"
"TapeTech","CAPSCREW 1/4-20 HEX HD S.S. TAPETECH","729051","0.031","0.5","0.5","2.2","TTT729051","AUTOMATIC TT PARTS"
"TapeTech","O'RING (LARGE)","729060","0.0035","2.5","2.5","0.001","TTT729060","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 3/16"" BIND HEAD SCREW","7290636","0.01","","","","TTT7290636","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 3/8"" BIND HEAD SST SCREW TAPETECH","729064","0.01","0.3","0.2","0.2","TTT729064","AUTOMATIC TT PARTS"
"TapeTech","O RING FLANGE ","729071","0.01","1.5","1.5","0.25","TTT729071","AUTOMATIC TT PARTS"
"TapeTech","O RING HEAD ","729072","0.01","0.1","3","3","TTT729072","AUTOMATIC TT PARTS"
"TapeTech","FOOT VALVE, UNIVERSAL ","762011","0.2","","","","TTT762011","AUTOMATIC TT PARTS"
"TapeTech","EASYCLEAN LOADING PUMP ","76TT","9.175","23.5","7.5","6.5","TTT76TT","AUTOMATIC TAPING TOOLS"
"TapeTech","EXTRA LONG EASYCLEAN LOADING PUMP","76XLTT","13.3875","40.5","8.25","8","TTT76XLTT","AUTOMATIC TT PARTS"
"TapeTech","PIVOT ARM FOR BOX HANDLE","800008","0.0795","2","1","0.2","TTT800008","AUTOMATIC TT PARTS"
"TapeTech","CONNECTOR PLATE FOR BOX HANDLE","800018F","0.208","6","3","1","TTT800018F","AUTOMATIC TT PARTS"
"TapeTech","PIN ","800021F","0.01","","","","TTT800021F","AUTOMATIC TT PARTS"
"TapeTech","SHORT CONNECTOR","800027","0.02","0.01","6.5","0.3","TTT800027","AUTOMATIC TT PARTS"
"TapeTech","WIZARD COMPACT FINISHING BOX HANDLE","8000TT","2.03","13","10.25","6.5","TTT8000TT","AUTOMATIC TAPING TOOLS"
