sku_code,product_title,variant_title,sales_price,cost_price,description,brand,upc_code,image_url,country_origin_code,weight_grams,product_id,min_reorder_level,quantity_to_reorder,max_reorder_level,width,depth,height,dimensions_unit,tax_rate,estimated_delivery,tags,product_properties,variant_options,tariff_code,qty_on_hand,total_qty,total_stock_value
10FBBA,Columbia Automatic Fat Boy Box,"10""",435.0,,"Columbia Automatic Fat Boy Box - 10"" streamlines your second-coat workflow by combining a versatile width with an oversized reservoir for fewer refills. Its precision-ground blade and durable aluminum construction ensure a professional, high-volume finish.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_10fbba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""10\""""}",,100,100,
12FBBA,Columbia Automatic Fat Boy Box,"12""",443.0,,"Columbia Automatic Fat Boy Box - 12"" maximizes your finishing speed with an oversized mud reservoir and a wide 12-inch span for perfect final coats. It is the ideal choice for high-volume contractors looking to reduce refill downtime and achieve professional results.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_12fbba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""12\""""}",,100,100,
8FFBA,Columbia Automatic Flat Box,"8""",397.0,,"The Columbia Automatic Flat Box - 8"" features a spring-loaded axle that reduces pushing effort by 50%, making it perfect for high-efficiency first coats in tight spaces. Precision-machined from billet aluminum, this tool ensures a consistent, professional finish with significantly less fatigue.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_8ffba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""8\""""}",,100,100,
10FFBA,Columbia Automatic Flat Box,"10""",401.0,,"The Columbia Automatic Flat Box - 10"" features a spring-loaded axle that reduces pushing effort by 50%, making it the perfect tool for efficient, high-quality second-coat finishing. Its precision-machined billet aluminum body ensures a smooth, professional finish with significantly less physical strain.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_10ffba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""10\""""}",,100,100,
12FFBA,Columbia Automatic Flat Box,"12""",405.0,,"The Columbia Automatic Flat Box - 12"" features a power-assist axle that reduces pushing effort by 50%, making it the ideal tool for a flawless, low-fatigue final skim coat.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_12ffba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""12\""""}",,100,100,
14FFBA,Columbia Automatic Flat Box,"14""",409.0,,"The Columbia Automatic Flat Box - 14"" features a power-assist axle that reduces pushing effort by 50%, making it the perfect tool for wide-joint finishing and final skim coats. Its high-grade aluminum construction ensures a lightweight feel and a professional, smooth finish every time.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_14ffba_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""14\""""}",,100,100,
STAPER,Columbia Automatic Taper,Sawed Off 39 in.,1683.0,,The Columbia Sawed Off 39-inch Taper delivers full-scale taping efficiency in a compact design perfect for closets and tight spaces.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_staper_01.webp,,,,,,,,,,in,6.875,,"Automatic Tapers, Columbia, Drywall Finishing Tools",,"{""Model"": ""Sawed Off 39 in.""}",,100,100,
TAPER,Columbia Automatic Taper,Standard 53 in.,1683.0,,The Columbia Automatic Taper - Standard 53 in. delivers professional-grade speed by applying tape and compound in one fluid motion. This full-length model offers the perfect balance of reach and control for high-production drywall finishing.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_taper_04.webp,,,,,,,,,,in,6.875,,"Automatic Tapers, Columbia, Drywall Finishing Tools",,"{""Model"": ""Standard 53 in.""}",,100,100,
SPTAPER,Columbia Predator Sawed Off Taper,,1896.0,,The Columbia Predator Sawed Off Taper is a 39-inch carbon fiber powerhouse designed for maximum maneuverability in tight spaces like closets and stairwells. It combines lightweight durability with the speed of a professional automatic taper.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_sptaper_01.webp,,,,,,,,,,in,6.875,,"Automatic Tapers, Columbia, Drywall Finishing Tools, Predator Family",,{},,100,100,
PTAPER,Columbia One Predator Taper,,1838.55,,"The Columbia One Predator Taper is the world’s first carbon fiber automatic taper, offering a dent-proof, lightweight design that stays warm to the touch. This precision-engineered tool features a titanium pull rod and a smooth pump-action cutting system for effortless professional finishing.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_ptaper_01.webp,,,,,,,,,,in,6.875,,"Automatic Tapers, Columbia, Drywall Finishing Tools, Predator Family",,{},,100,100,
ICA2-1,Columbia Billet Mud Applicator,"Inside Corner - 2 Wheels - 1""",49.0,,"The Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1"" delivers uniform compound coverage for 1-inch internal corners. Its CNC-machined aluminum body and dual-wheel design ensure smooth operation and professional-grade durability.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_ica21_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Applicator Type"": ""Inside Corner - 2 Wheels - 1\""""}",,100,100,
ICA4-1,Columbia Billet Mud Applicator,"Inside Corner - 4 Wheels - 1""",63.0,,"The Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1"" uses a stable quad-wheel design and CNC-machined aluminum to deliver perfectly even compound on internal 90-degree corners.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_ica41_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Applicator Type"": ""Inside Corner - 4 Wheels - 1\""""}",,100,100,
ICATW,Columbia Billet Mud Applicator,Two-Way Internal Corner - 4 Wheels,83.0,,"Columbia Billet Mud Applicator - Two-Way Internal Corner - 4 Wheels streamlines inside corner finishing by applying compound to both sides in one efficient pass. Its CNC-machined aluminum body and four-wheel design ensure smooth, professional results every time.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_icatw_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Applicator Type"": ""Two-Way Internal Corner - 4 Wheels""}",,100,100,
CEXT90,Columbia Billet Mud Applicator,External 90,98.0,,The Columbia Billet Mud Applicator - External 90 provides uniform compound coverage for outside corner beads with CNC-machined precision. This durable aluminum tool integrates with your pump system to speed up your finishing process.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cext90_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Applicator Type"": ""External 90""}",,100,100,
CFLT,Columbia Billet Mud Applicator,Flat,60.0,,The Columbia Billet Mud Applicator - Flat delivers precise compound distribution for L-bead and flat trim profiles. It streamlines your finishing process by providing uniform coverage and professional-grade durability.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cflt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Applicator Type"": ""Flat""}",,100,100,
BF,Columbia Box Filler,Standard,52.0,,"The Columbia Box Filler - Standard provides a fast, drip-free way to load your flat boxes directly from standard-depth buckets. It is a durable, aluminum-built essential for any professional drywall finishing crew looking to boost efficiency.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_bf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Standard""}",,100,100,
TBBF,Columbia Box Filler,Tall Boy,52.0,,"The Columbia Box Filler - Tall Boy features an extended reach for 5-gallon pails, providing a cleaner and more ergonomic way to load flat boxes without wasting material.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_tbbf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Tall Boy""}",,100,100,
CLT24,Columbia Cam Lock Tube,"24""",236.0,,"Columbia Cam Lock Tube - 24"" provides professional-grade compound application in a compact, agile frame featuring a fail-safe mechanical locking system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_clt24_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""24\""""}",,100,100,
CLT32,Columbia Cam Lock Tube,"32""",242.0,,"Columbia Cam Lock Tube - 32"" delivers a secure, firehose-style connection and versatile mid-range reach for efficient, high-pressure drywall compound application.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_clt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""32\""""}",,100,100,
CLT42,Columbia Cam Lock Tube,"42""",256.0,,"The Columbia Cam Lock Tube - 42"" offers extended reach and a fail-safe firehose-style connection for high-volume, professional compound application.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_clt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""42\""""}",,100,100,
CLT55,Columbia Cam Lock Tube,"55""",220.0,,"Columbia Cam Lock Tube - 55"" delivers maximum reach and a secure firehose-style connection for high-volume, professional drywall finishing on tall walls and ceilings.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_clt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""55\""""}",,100,100,
2.5CSF,Columbia Combo Flusher,"2.5""",163.99,,"The Columbia Combo Flusher - 2.5"" offers a precision-ground 2.5-inch blade and a removable wheel system for effortless, customizable corner finishing.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_2_5csf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""2.5\""""}",,100,100,
3CSF,Columbia Combo Flusher,"3""",150.0,,"The Columbia Combo Flusher - 3"" is a precision-engineered finishing tool featuring hand-ground blades and a removable wheel system for smooth, professional corners.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_3csf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3\""""}",,100,100,
3WTCSF,Columbia Combo Flusher,"3"" Widetrack",122.51,,"The Columbia 3"" Widetrack Combo Flusher provides enhanced stability and a broader footprint for perfectly smooth internal corners with a customizable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_3wtdf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3\"" Widetrack""}",,100,100,
3.5CSF,Columbia Combo Flusher,"3.5""",181.99,,"The Columbia Combo Flusher - 3.5"" delivers maximum coverage for final corner finishing with its hand-ground, granite-verified precision blades and customizable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_2_5csf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3.5\""""}",,100,100,
CMT24,Columbia Compound Tube,"24""",158.0,,"The Columbia Compound Tube - 24"" is a compact, semi-automatic applicator that delivers smooth compound flow while reducing physical strain in tight spaces.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""24\""""}",,100,100,
CMT32,Columbia Compound Tube,"32""",167.0,,"The Columbia Compound Tube - 32"" is a precision-engineered applicator that delivers a consistent compound flow while reducing physical strain on standard-height ceilings. Its lightweight aluminum build and low-friction design make it the perfect choice for high-efficiency drywall finishing.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""32\""""}",,100,100,
CMT42,Columbia Compound Tube,"42""",182.0,,"The 42-inch Columbia Compound Tube is the versatile choice for standard ceiling heights, combining a durable aluminum build with smooth, semi-automatic compound delivery.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""42\""""}",,100,100,
CMT55,Columbia Compound Tube,"55""",190.0,,"The Columbia Compound Tube - 55"" is a high-capacity, semi-automatic applicator designed for maximum reach on high ceilings and walls while maintaining a smooth, consistent compound flow.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""55\""""}",,100,100,
2.5DF,Columbia Direct Flusher,"2.5""",127.62,,"Columbia Direct Flusher - 2.5"" provides a precise, smooth finish on internal corners with hand-ground accuracy and a customizable, removable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_2_5df_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""2.5\""""}",,100,100,
3DF,Columbia Direct Flusher,"3""",98.0,,"The Columbia Direct Flusher - 3"" delivers professional-grade internal corner finishing with hand-ground precision and a versatile, removable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_3df_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3\""""}",,100,100,
3WTDF,Columbia Direct Flusher,"3"" Widetrack",101.0,,"Columbia Direct Flusher - 3"" Widetrack provides a broader footprint for superior compound coverage and stability, featuring hand-ground blades for a perfectly smooth corner finish.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_3wtdf_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3\"" Widetrack""}",,100,100,
3.5DF,Columbia Direct Flusher,"3.5""",146.0,,"Columbia Direct Flusher - 3.5"" provides a perfectly smooth, wide finish on internal corners with hand-ground precision and a versatile removable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_3_5df_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""3.5\""""}",,100,100,
4DF,Columbia Direct Flusher,"4""",108.0,,"Columbia Direct Flusher - 4"" provides a wide, professional-grade final coat on internal corners with hand-ground precision and a customizable wheel system.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_4df_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""4\""""}",,100,100,
5.5FBB,Columbia Fat Boy Flat Box,"5.5""",189.95,,"The Columbia Fat Boy Flat Box - 5.5"" maximizes your efficiency on the first coat by combining a high-capacity mud reservoir with a precision-ground blade for fewer refills.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_55fbb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""5.5\""""}",,100,100,
8FBB,Columbia Fat Boy Flat Box,"8""",443.42,,"The Columbia Fat Boy Flat Box - 8"" features an oversized reservoir that keeps you finishing longer between refills. It delivers a perfect feathered edge on every joint with its precision-ground stainless steel blade.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_8fbb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""8\""""}",,100,100,
10FBB,Columbia Fat Boy Flat Box,"10""",454.23,,"The Columbia Fat Boy Flat Box - 10"" features a high-capacity reservoir that holds more mud for faster second-coat finishing with fewer refills. Its precision-ground blade and rugged aluminum body ensure a consistent, professional-grade result on every joint.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_10fbb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""10\""""}",,100,100,
12FBB,Columbia Fat Boy Flat Box,"12""",465.05,,"The Columbia Fat Boy Flat Box - 12"" maximizes your efficiency on large-scale finishing jobs with its oversized mud reservoir and wide finishing path. This durable tool delivers a professional, feathered edge while significantly cutting down on refill downtime.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_12fbb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""12\""""}",,100,100,
5.5FFB,Columbia Flat Finisher Box,"5.5""",367.71,,"The Columbia Flat Finisher Box - 5.5"" provides professional-grade precision for the first coat over tape, delivering a perfectly feathered finish with a durable aluminum build.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_55ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""5.5\""""}",,100,100,
7FFB,Columbia Flat Finisher Box,"7""",367.0,,"Columbia Flat Finisher Box - 7"" provides a precise, feathered base coat with its durable aluminum construction and stainless steel blade. This essential tool ensures consistent compound application and reduces sanding time on every joint.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_7ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""7\""""}",,100,100,
8FFB,Columbia Flat Finisher Box,"8""",371.0,,"Columbia Flat Finisher Box - 8"" creates a smooth, feathered finish on flat seams with its precision-ground stainless steel blade and durable aluminum construction. This 8-inch box is the professional choice for consistent compound application and reduced sanding time.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_8ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""8\""""}",,100,100,
10FFB,Columbia Flat Finisher Box,"10""",375.0,,"Columbia Flat Finisher Box - 10"" delivers a perfectly feathered finish on flat seams with its precision-ground stainless steel blade and durable aluminum construction. This 10-inch model is the professional standard for efficient, high-quality second and third-coat applications.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_10ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""10\""""}",,100,100,
12FFB,Columbia Flat Finisher Box,"12""",380.0,,"Columbia Flat Finisher Box - 12"" provides the wide coverage and precision needed for a professional-grade final coat on drywall seams. Its durable aluminum construction and stainless steel blade ensure a perfectly feathered finish with every pass.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_12ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""12\""""}",,100,100,
14FFB,Columbia Flat Finisher Box,"14""",384.0,,"Columbia Flat Finisher Box - 14"" provides maximum coverage for final skim coats, delivering a perfectly feathered finish on wide drywall joints with its precision stainless blade.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_14ffb_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Size"": ""14\""""}",,100,100,
GN,Columbia Gooseneck,Standard,86.0,,"Columbia Gooseneck - Standard is a precision-machined aluminum adapter that ensures a smooth, air-free compound flow from your pump to your taping tools. Its secure locking mechanism and durable build make it an essential component for high-efficiency drywall finishing.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_gn_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Standard""}",,100,100,
TBGN,Columbia Gooseneck,Tall Boy,124.0,,"Columbia Gooseneck - Tall Boy is an extended-reach aluminum connector that ensures smooth, high-volume compound flow between your pump and taper. Its precision-machined design and secure locking latch provide a reliable, airtight seal for professional drywall finishing.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_tbgn_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Tall Boy""}",,100,100,
HMP,Columbia Hot Mud Pump,Standard,363.0,,"The Columbia Hot Mud Pump - Standard is a tool-free, corrosion-resistant pump optimized for standard buckets and the demanding cleanup needs of fast-setting compounds.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_hmp_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Standard""}",,100,100,
TBMP,Columbia Hot Mud Pump,Tall Boy,473.0,,The Columbia Hot Mud Pump - Tall Boy features an extended reach for deep pails and a tool-free disassembly design for rapid cleaning of fast-setting compounds.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_tbmp_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""Tall Boy""}",,100,100,
HMP-C,Columbia Hot Mud Pump,CDN,380.0,,The Columbia Hot Mud Pump - CDN model offers rapid tool-free cleaning and a specialized internal design to handle the toughest fast-setting compounds on Canadian job sites.,Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_hmp_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Model"": ""CDN""}",,100,100,
MHS,Columbia Matrix Flat Box Handle,"29""-39""",375.0,,"The Columbia Matrix Flat Box Handle - 29""-39"" combines a patented ergonomic grip with a compact telescoping frame to reduce wrist fatigue and maximize control on standard walls.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_mhs_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Handle Length"": ""29\""-39\""""}",,100,100,
MH,Columbia Matrix Flat Box Handle,"40""-60""",409.0,,"The Columbia Matrix Flat Box Handle - 40""-60"" features a patented ergonomic grip and a versatile telescoping range to reduce fatigue during high-volume finishing. Its rigid aluminum build ensures consistent pressure for a flawless finish on walls and ceilings alike.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_mh_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Handle Length"": ""40\""-60\""""}",,100,100,
MHL,Columbia Matrix Flat Box Handle,"56""-76""",495.0,,"The Columbia Matrix Flat Box Handle - 56""-76"" provides an extended reach for high surfaces while utilizing a patented ergonomic grip to minimize hand fatigue.",Columbia Tools,,https://drywalltoolbox.com/wp-content/uploads/2026/media/columbia_tools_mhl_01.webp,,,,,,,,,,in,6.875,,"Columbia, Drywall Finishing Tools",,"{""Handle Length"": ""56\""-76\""""}",,100,100,
