Status,DTB Product,DTB SKU,DTB Brand,Our Price,Competitor,Competitor Product,Competitor SKU,Competitor Price,Price Difference,Price Position,Why It Matched,Match Score
Confirmed Match,"Columbia Standard Flusher - 4""",4SF,Columbia Tools,$140.60,Al's Taping Tools,"Columbia Taping Tools 4"" Standard Drywall Corner Flusher with Wheels",4SF,$140.60,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Columbia Throttle Corner Flusher Box - 7""",7CFB,Columbia Tools,$313.64,All-Wall,"Columbia 7"" ThrottleBox Angle Box 7CFB",7CFB,$313.99,$0.35,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Columbia Throttle Corner Flusher Box - 8""",8CFB,Columbia Tools,$334.37,All-Wall,"Columbia 8"" ThrottleBox Angle Box 8CFB",8CFB,$324.99,-$9.38,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Columbia UHMW Mud Applicator - Inside 90°,IA90,Columbia Tools,$98.00,All-Wall,Columbia Inside 90 Mud Applicator Head,IA90,$91.99,-$6.01,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Columbia UHMW Mud Applicator - L-Trim,FMH,Columbia Tools,$98.00,All-Wall,Columbia L-Trim Mud Applicator Head,FMH,$91.99,-$6.01,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Columbia UHMW Mud Applicator - Outside 90°,OA90,Columbia Tools,$98.00,All-Wall,Columbia Tools Drywall Outside Corner Bead Mud Applicator,OA90,$91.99,-$6.01,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Cone Ball,CFB5B,Columbia Tools,$16.00,All-Wall,Columbia Mud Tube Auto-Tool Ball End,CFB5B,$19.46,$3.46,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Connecting Link,CT132,Columbia Tools,$2.00,Wall Tools,Columbia Connecting Link (S-Hook)  (COLM-CT132),CT132,$3.87,$1.87,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Connecting Rod,CT45,Columbia Tools,$22.95,All-Wall,CT45 Columbia Taper Connecting Rod (Includes CT46 Stop) #5619,CT45,$20.34,-$2.61,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Connecting Stud,CT112,Columbia Tools,$11.00,All-Wall,CT112 Columbia Taper Connecting Stud #5970,CT112,$12.64,$1.64,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Connection Strap,CT104,Columbia Tools,$18.95,Al's Taping Tools,Taper Connection Strap - CT104,CT-104,$22.00,$3.05,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Crimper Lever,CT105,Columbia Tools,$34.50,All-Wall,CT105 Columbia Taper Crimper Lever #5965,CT105,$34.62,$0.12,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Crimping Arm Shaft Bushing - L,CT10A,Columbia Tools,$13.95,All-Wall,CT10A Columbia Taper Crimping Arm Bushing Left #5584,CT10A,$7.08,-$6.87,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Crimping Wheel,CT47,Columbia Tools,$18.95,All-Wall,CT47 Columbia Taper Crimping Wheel #5621,CT47,$15.06,-$3.89,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Crimping Wheel Bushing,CT50,Columbia Tools,$6.00,All-Wall,CT50 Columbia Taper Crimping Wheel Bushing #5624,CT50,$8.23,$2.23,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,CT86 – Toe Kicker Cable,CT86,Columbia Tools,$17.12,All-Wall,CT86 Columbia Taper Toe Kicker Cable #5858,CT86,$22.60,$5.48,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Cut Washer,CR4,Columbia Tools,$3.00,All-Wall,CR4 Columbia Corner Roller Washer #5564,CR4,$5.40,$2.40,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Diamond Blade,CT42A,Columbia Tools,$2.00,Wall Tools,"Columbia Pyramid/Diamond Blades, Commercial Grade (COLM-CT42A)",CT42A,$1.96,-$0.04,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Dog Base Bracket,CT13,Columbia Tools,$16.00,All-Wall,Columbia Taper Dog Base Bracket,CT13,$14.46,-$1.54,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door - 2""",HNS4-2,Columbia Tools,$33.00,All-Wall,HNS42 Columbia Nail Spotter Door 2in #12522,"HNS42""",$37.32,$4.32,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door - 3""",HNS4-3,Columbia Tools,$33.00,All-Wall,HNS43 Columbia Nail Spotter Door 3in #12523,HNS43”,$37.32,$4.32,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door - 7""",CFB4-7,Columbia Tools,$42.50,All-Wall,"CFB4-7 Pressure Door for 7CFB Angle Box - 6.125""",CFB4-7,$14.62,-$27.88,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door - 8""",CFB4-8,Columbia Tools,$46.95,All-Wall,"CFB4-8 Pressure Door for 8CFB Angle Box - 7.0625""",CFB4-8,$14.62,-$32.33,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door Gasket - 2""",HNS15-2,Columbia Tools,$36.00,All-Wall,HNS15-2 Columbia Nail Spotter Door Gasket 2in #12536,HNS15-2”,$43.74,$7.74,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door Gasket - 3""",HNS15-3,Columbia Tools,$35.00,All-Wall,HNS15-3 Columbia Nail Spotter Door Gasket 3in #12537,HNS15-3”,$43.74,$8.74,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door Gasket - 7""",CFB7-7,Columbia Tools,$34.23,All-Wall,"CFB7-7 Columbia Angle Box Angle Box Door Gasket 6.1""",CFB7-7,$45.16,$10.93,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Door Gasket - 8""",CFB7-8,Columbia Tools,$34.23,All-Wall,"CFB7-8 Door Gasket for 8CFB Angle Box - 7.125""",CFB7-8,$45.16,$10.93,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Hinge,CFB15,Columbia Tools,$24.95,All-Wall,CFB15 Columbia Angle Box Door Hinge #5552,CFB15,$30.10,$5.15,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Spring,FFB17,Columbia Tools,$5.00,All-Wall,"FFB1-7 Columbia 7"" Flat Box Rear Plate",FFB1-7,$73.22,$68.22,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Spring - Long,HNS10,Columbia Tools,$18.75,All-Wall,HNS10 Columbia Nail Spotter Door Spring Long- Left #12531,HNS10,$6.38,-$12.37,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Spring - Short,HNS10A,Columbia Tools,$18.75,All-Wall,HNS10A Columbia Nail Spotter Door Spring Short- Right #12532,HNS10A,$6.05,-$12.70,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Spring Nut,FFB16,Columbia Tools,$5.00,All-Wall,FFB16 Columbia Flat Box Door Spring Nut #6100,FFB16,$7.35,$2.35,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Stop,CFB11A,Columbia Tools,$3.00,All-Wall,CFB11A Columbia Angle Box Door Stop #5551,CFB11A,$3.68,$0.68,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Door Stop,FFB32,Columbia Tools,$3.00,All-Wall,FFB32 Columbia Flat Box Thumb Release Clip,FFB32,$3.78,$0.78,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Drive Chain,CT78,Columbia Tools,$75.30,All-Wall,CT78 Columbia Taper Drive Chain #5850,CT78,$99.40,$24.10,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Drive Shaft,CT70,Columbia Tools,$33.00,All-Wall,CT70 Columbia Taper Drive Shaft #5843,CT70,$37.64,$4.64,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Drive Sprocket,CT-SPROCKET,Columbia Tools,,All-Wall,CT71 Columbia Taper Drive Sprocket Small #5844,CT71,$22.63,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Drive Sprocket - Large,CT77,Columbia Tools,$57.02,All-Wall,CT77 Columbia Taper Drive Sprocket Large #5848,CT77,$75.30,$18.28,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Drive Sprocket - Small,CT71,Columbia Tools,$15.00,All-Wall,CT71 Columbia Taper Drive Sprocket Small #5844,CT71,$22.63,$7.63,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Extension Housing,HH5,Columbia Tools,$33.00,All-Wall,COLHH5 Extension Housing for COL88,HH5,$36.92,$3.92,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Extension Release Trigger,HH30,Columbia Tools,$14.25,All-Wall,COLHH30 Columbia Hydra Handle Extension Release Clip,HH30,$20.44,$6.19,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Extension Shaft,CT130,Columbia Tools,$32.50,All-Wall,CT130 Columbia Taper Extension Shaft #5993,CT130,$27.14,-$5.36,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Extension Shaft Bracket,CT127,Columbia Tools,$28.52,All-Wall,CT127 Columbia Taper Extension Shaft Bracket #5988,CT127,$36.56,$8.04,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"FA259 8-32 X 5/16"" Binder Slot",FA259,Columbia Tools,$1.00,Wall Tools,Columbia 8-32 x 5/16 in. Binder Slot Screw (COLM-FA259),FA259,$0.55,-$0.45,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,FA292 1/4-20 Nyloc Jam Nut,FA292,Columbia Tools,$3.15,All-Wall,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,FA292,$1.93,-$1.22,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"FA311 1/4-28 X 1/2"" Socket Head",FA311,Columbia Tools,$2.00,Wall Tools,Columbia -28 x  in. Socket Head Screw (COLM-FA311),FA311,$1.53,-$0.47,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"FA315 10-32 X 3/8"" Flat Socket Head",FA315,Columbia Tools,$2.00,All-Wall,13720,FA315,$2.10,$0.10,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Filler Gasket,MP33,Columbia Tools,$2.00,Wall Tools,Columbia Filler Gasket (COLM-MP33),MP33,$1.48,-$0.52,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Filler Nut,MP28,Columbia Tools,$12.25,All-Wall,MP28 Columbia Mud Pump Filler Nut #5875,MP28,$12.28,$0.03,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Filler Studs,MP25,Columbia Tools,$10.00,All-Wall,MP25 Columbia Mud Pump Filler Stud #5872,MP25,$11.32,$1.32,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Flat Box Hinged Door Gasket,HFFB14,Columbia Tools,,Wall Tools,"Columbia Hinged Flat Box Door Gasket (COLM-HFFB14, HFFB14-7, HFFB14-8, HFFB14-10, HFFB14-12)",HFFB14,$38.79,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Flat Box Hinged Door Gasket - 10""",HFFB14-10,Columbia Tools,$42.00,All-Wall,HFFB14-10 Columbia Flat Box Std Hinged Flat Box Door Gasket 10in #12385,HFFB14-10,$45.20,$3.20,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Flat Box Hinged Door Gasket - 12""",HFFB14-12,Columbia Tools,$42.00,All-Wall,HFFB14-12 Columbia Flat Box Std Hinged Flat Box Door Gasket 12in #12386,HFFB14-12,$45.20,$3.20,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Flat Box Hinged Door Gasket - 14""",HFFB14-14,Columbia Tools,$42.00,Wall Tools,"Columbia Hinged Flat Box Door Gasket (COLM-HFFB14, HFFB14-7, HFFB14-8, HFFB14-10, HFFB14-12)",HFFB14,$38.79,-$3.21,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Flat Box Hinged Door Gasket - 8""",HFFB14-8,Columbia Tools,$16.50,All-Wall,HFFB14-8 Columbia Flat Box Std Hinged Flat Box Door Gasket 8in #12384,HFFB14-8,$45.20,$28.70,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Foot Valve Casting,MP2,Columbia Tools,$29.00,All-Wall,Columbia Foot Valve Casting,MP2,$33.90,$4.90,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Frame Retainer Clip,AH5,Columbia Tools,$2.00,All-Wall,AH5 Columbia Angle Head Frame Retainer Clip #5806,AH5,$2.28,$0.28,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Frame Tension Spring,AH7,Columbia Tools,,Al's Taping Tools,5 - Hex Head Custom Screw (AH-7),ah-7,$7.50,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Frame Tension Spring - 2""",AH7-2,Columbia Tools,$12.50,All-Wall,AH7-2 Columbia Angle Head Frame Tension Spring 2in #5808,AH7-2,$1.90,-$10.60,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Frame Tension Spring - 2.5""",AH7-2.5,Columbia Tools,$2.00,All-Wall,AH7-2.5 Columbia Angle Head Frame Tension Spring 2.5in (Also Small 3in Spring) #5809,AH7-2.5,$1.90,-$0.10,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Frame Tension Spring - 3""",AH7-3,Columbia Tools,$13.25,All-Wall,AH7-3 Columbia Angle Head Tension Spring 3in (Large) #5810,AH7-3,$1.90,-$11.35,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Frame Tension Spring - 3.5""",AH7-3.5,Columbia Tools,$14.50,All-Wall,AH7-3.5 Columbia Angle Head Frame Tension Spring 3.5in #5811,AH7-3.5,$1.90,-$12.60,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Funnel Retainer Clip,AH6A,Columbia Tools,$19.00,All-Wall,Columbia Ball Holder Release Clip Angle Head,AH6A,$23.36,$4.36,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Grip Sleeve Octagon,HH15,Columbia Tools,$15.00,All-Wall,13713,HH15,$4.85,-$10.15,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Guard Ring,CT115,Columbia Tools,$20.00,All-Wall,CT115 Columbia Taper Guard Ring #5973,CT115,$22.60,$2.60,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Guide Rod Bushing,CT58,Columbia Tools,$8.00,All-Wall,CT58 Columbia Taper Guide Rod Bushing #5834,CT58,$10.98,$2.98,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hand Grip Body,CT126,Columbia Tools,$66.00,Wall Tools,Columbia Knurled Hand Grip Body (COLM-CT126),CT126,$64.64,-$1.36,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hand Grip Guard Ring,CT124,Columbia Tools,$20.00,Wall Tools,Columbia Pull Ring (COLM-CT124),CT124,$19.41,-$0.59,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Clamp,HNS12,Columbia Tools,$17.00,All-Wall,HNS12 Columbia Nail Spotter Handle Clamp #12533,HNS12,$19.22,$2.22,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Connecting Link,CR11,Columbia Tools,$18.95,All-Wall,CR11 Columbia Corner Roller Handle Connecting Link #5567,CR11,$30.10,$11.15,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Grip,HH35,Columbia Tools,$7.00,All-Wall,Columbia Grip for COL88,HH35,$9.45,$2.45,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Grip,MH4,Columbia Tools,$37.00,Wall Tools,Columbia Grip Lever for Matrix Flat Box Handle (COLM-MH4),MH4,$30.19,-$6.81,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Link,MP6,Columbia Tools,$33.00,All-Wall,MP6 Columbia Mud Pump Handle Link #6165,MP6,$37.66,$4.66,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Link Assembly,HNSA-14,Columbia Tools,$45.00,Wall Tools,Columbia Handle Link Assembly for Hinged Nail Spotter (COLM-HNSA14),HNSA14,$26.46,-$18.54,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Mounting Swivel,CR6,Columbia Tools,$24.95,All-Wall,CR6 Columbia Corner Roller Handle Mounting Swivel #5565,CR6,$17.68,-$7.27,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Handle Pin Assembly,HPA-48,Columbia Tools,$5.00,Wall Tools,Columbia Handle Pin (COLM-HPA48),HPA48,$5.06,$0.06,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Head Bushing,MP5,Columbia Tools,$13.95,All-Wall,MP5 Columbia Mud Pump Head Bushing #6164,MP5,$26.38,$12.43,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Head Casting,CR1,Columbia Tools,$136.89,All-Wall,CR1 Columbia Corner Roller Head Casting #5561,CR1,$58.50,-$78.39,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Head Casting - 2""",AH1-2,Columbia Tools,$153.00,All-Wall,AH1-2 Columbia Angle Head Body Casting 2in,AH1-2,$175.48,$22.48,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Head Casting - 2.5""",AH1-2.5,Columbia Tools,$173.85,All-Wall,AH1-2.5 Columbia Angle Head Body Casting 2.5in,AH1-2.5,$175.48,$1.63,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Head Casting - 3.5""",AH1-3.5,Columbia Tools,$153.00,All-Wall,AH1-3.5 Columbia Angle Head Body Casting 3.5in,AH1-3.5,$175.48,$22.48,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Block,CT20,Columbia Tools,$24.95,All-Wall,CT20 Columbia Taper Hinge Block #5595,CT20,$11.72,-$13.23,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Box End Plate,HFFB3-PLATE,Columbia Tools,,Wall Tools,"Columbia Flat Finisher Flat Box End Plate (Right) (COLM-HFFB3-7, HFFB3-8, HFFB3-10, HFFB3-12)",HFFB3,$38.17,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Box End Plate - Left,HFFB3A,Columbia Tools,$36.00,Wall Tools,"Columbia Flat Finisher Flat Box End Plate (Left) (COLM-HFFB3A-7, HFFB3A-8, HFFB3A-10, HFFB3A-12)",HFFB3A,$38.17,$2.17,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Box End Plate - Right,HFFB3,Columbia Tools,$36.00,Wall Tools,"Columbia Flat Finisher Flat Box End Plate (Right) (COLM-HFFB3-7, HFFB3-8, HFFB3-10, HFFB3-12)",HFFB3,$38.17,$2.17,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Bushing (Plastic Washer),CFB15A,Columbia Tools,$8.50,All-Wall,CFB15A Columbia Angle Box Hinge Bushing #5553,CFB15A,$2.75,-$5.75,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hinge Pin,BH6,Columbia Tools,$11.25,Wall Tools,Columbia Hinge Pin for 180 Grip Flat Box Handle (COLM-BH6),BH6,$9.33,-$1.92,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hollow Shaft,CT79,Columbia Tools,$38.50,All-Wall,CT79 Columbia Taper Hollow Shaft #5851,CT79,$45.18,$6.68,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Hub,CT68,Columbia Tools,$15.00,All-Wall,CT68 Columbia Taper Hub #5842,CT68,$18.08,$3.08,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Insert Bushing - Left,CT3A,Columbia Tools,$14.50,All-Wall,CT3A Columbia Taper Left Insert Bushing #5573,CT3A,$13.56,-$0.94,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Insert Bushing - Right,CT3,Columbia Tools,$12.00,All-Wall,CT3 Columbia Taper Right Insert Bushing #5572,CT3,$13.56,$1.56,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Insert Bushing for CT#7A,CT2,Columbia Tools,$5.00,All-Wall,CT2 Columbia Taper Insert Bushing #5571,CT2,$5.65,$0.65,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Latch Clamp Assembly,HP47,Columbia Tools,$28.95,Wall Tools,Columbia Pump Latch Clamp Assembly (COLM-HP47),HP47,$28.44,-$0.51,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Latch Keeper,HP46,Columbia Tools,$19.75,All-Wall,HP46 Columbia Mud Pump Latch Keeper #6155,HP46,$5.48,-$14.27,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Leg,MP8,Columbia Tools,$71.00,All-Wall,COLMP8 Columbia Mud Pump Leg,MP8,$86.62,$15.62,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Line Pincher,HH17C,Columbia Tools,$4.00,All-Wall,COLHH17C Line Pincher for COL88,HH17C,$4.98,$0.98,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Lower Brake Lever,BH4,Columbia Tools,$22.53,Al's Taping Tools,Flat Box Handle Lower Brake Lever - BH4,BH4,$24.79,$2.26,DTB is lower,SKU or manufacturer part number matched exactly.,100
Likely Match,Lower Mount Bracket,MH3,Columbia Tools,$33.00,All-Wall,Columbia Lower Mounting Bracket,BH3,$35.90,$2.90,DTB is lower,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",92
Confirmed Match,Lower Mounting Bracket,BH3,Columbia Tools,$32.00,All-Wall,Columbia Lower Mounting Bracket,BH3,$35.90,$3.90,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Manual Drive Grip,CT80,Columbia Tools,$18.75,All-Wall,CT80 Columbia Taper Manual Drive Grip #5852,CT80,$43.84,$25.09,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Micro Chain,CT43,Columbia Tools,$28.52,All-Wall,CT43 Columbia Taper Micro Chain #5618,CT43,$37.66,$9.14,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mounting Plate,BH1,Columbia Tools,$54.64,Wall Tools,Columbia Handle Mounting Base for 180 Grip Flat Box Handle (COLM-BH1),BH1,$63.76,$9.12,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Pump Screen,MP24,Columbia Tools,$4.00,All-Wall,MP24 Columbia Mud Pump Mud Pump Screen (Coarse) #6178,MP24,$5.65,$1.65,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Pump Seal,MP23,Columbia Tools,$16.50,All-Wall,MP23 Columbia Mud Pump Mud Pump Seal #6176,MP23,$5.65,-$10.85,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Mud Seal Strip - 10""",HFFB1A-10,Columbia Tools,$10.00,Wall Tools,Columbia 10 in. Flat Box Hinge Seal (COLM-HFFB1A-10),HFFB1A-10,$12.67,$2.67,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Shut-Off Gasket,CT96,Columbia Tools,$4.00,All-Wall,CT96 Columbia Taper Mud Shut Off Gasket #5871,CT96,$3.28,-$0.72,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Supply Seal Plate & Shaft,CT98,Columbia Tools,$24.95,All-Wall,CT98 Columbia Taper Mud Supply Seal Plate #5960,CT98,$7.53,-$17.42,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Supply Valve Body,CT97,Columbia Tools,$34.50,All-Wall,CT97 Columbia Taper Mud Supply Valve Body #5959,CT97,$30.14,-$4.36,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Mud Supply Valve Unit,CFB6,Columbia Tools,$29.00,All-Wall,CFB6 Columbia Angle Box Mud Supply Valve Unit #5545,CFB6,$32.18,$3.18,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nail Spotter Handle Tightness Screw,HNS17A,Columbia Tools,$5.00,All-Wall,HNS17A Columbia Nail Spotter Handle Tightness Screw,HNS17A,$4.82,-$0.18,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Needle,CT63,Columbia Tools,$2.00,All-Wall,Needle,CT63,$1.93,-$0.07,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Needle Holding Shaft,CT62,Columbia Tools,$16.00,All-Wall,CT62 Columbia Taper Needle Holding Shaft #5836,CT62,$19.56,$3.56,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Needle Return Shaft,CT64,Columbia Tools,$6.00,All-Wall,CT64 Columbia Taper Needle Return Shaft #5838,CT64,$7.53,$1.53,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Needle Return Spring,CT65,Columbia Tools,$4.00,All-Wall,CT65 Columbia Taper Needle Return Spring #5839,CT65,$5.20,$1.20,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nylatron Bushing,MP36,Columbia Tools,$11.50,All-Wall,MP36 Columbia Mud Pump Nylatron Bushing #5879,MP36,$7.30,-$4.20,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nylatron Bushing,HFFB4D,Columbia Tools,$3.00,Wall Tools,Columbia Nylatron Bushing (COLM-HFFB4D),HFFB4D,$2.04,-$0.96,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nylatron Chain Roller - Left (Large),CT29A,Columbia Tools,$4.00,All-Wall,CT29A Columbia Taper Nylatron Chain Roller (Left) #5603,CT29A,$4.70,$0.70,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nylatron Chain Roller - Right (Small),CT29,Columbia Tools,$13.50,All-Wall,CT29 Columbia Taper Nylatron Chain Roller #5602,CT29,$4.70,-$8.80,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Nylatron Washer,CT76,Columbia Tools,$6.25,All-Wall,CT76 Columbia Taper Nylatron Washer #5847,CT76,$1.43,-$4.82,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,O Ring Enclosure,HP45,Columbia Tools,$22.00,All-Wall,HP45 Columbia Mud Pump O-Ring Enclosure #6154,HP45,$22.60,$0.60,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,O-Ring,CT121A,Columbia Tools,$2.00,Wall Tools,"Columbia Tape Spool Shaft ""O"" Ring (COLM-CT121A)",CT121A,$1.29,-$0.71,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,O-Ring,MP23A,Columbia Tools,$2.00,Wall Tools,Columbia O Ring (a.k.a. Filler O-ring) (COLM-MP23A),MP23A,$1.29,-$0.71,Competitor is lower,SKU or manufacturer part number matched exactly.,100
