"schematic_id","part_id","part_name","qty","source_sku"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","301032G","12"" Radius Plate (Extruded) Gold","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059012","#6-32 x 3/8 Fillister Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202022","Repair Clip","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202020","Spring Anchor","","202020"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209039","Skid Cover","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059015","#6-32 x 1/4 Fillister Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","251025G","Right Side Plate (Gold)","","251025G"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","306027G","12"" Pressure Plate","","306027G"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","302033G","12"" Base Plate (Extruded) Gold","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209148","Bearing Nyliner","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","200052F","Shoulder Screw","","200052F"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059018","#6-32 Thin Pattern Stopnut","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209041","Spring Clip","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","310051F","Wheel","","310051F"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","219067","#310 Buna ""O"" Ring","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209042","#10 Brass Washer","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209049","#6-32 x 5/16 Binding Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","300045G","12"" Axle","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202007","Push Rod, Crown Adjust","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209058","#6-32 Brass Nut","","209058"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059018","#6-32 Thin Pattern Stopnut","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","206003","Dial Assembly","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","303010","12"" Crown Spring","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209017","#10-24 Locknut","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209046","Washer","","209046"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209048","#4-40 x 1/8 Binding Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","300009","Shim","","300009"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059225","#10-32 Locknut","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209042","#10 Brass Washer","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209047","Bearing Nyliner","","209047"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202036","Shoulder Screw","","202036"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","809006","#14 Brass Washer","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","304005","Clamp Assembly","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209012","#4-40 x 1/4 Fillister Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","059018","#6-32 Thin Pattern Stopnut","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","489023","#6 Flat Washer","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","210058F","Latch","","210058F"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","210059","Shoulder Screw","","210059"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","219064","Spring Washer","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","300026F","12"" Wiper","","300026F"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","251023G","Left Side Plate (Gold)","","251023G"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209006","Skid Cover","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202028","Threaded Washer","","202028"
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","202044F","Spring","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","339073","#10-24 X 1-1/4 Fillister Head Screw","",""
"tapetech-90-inside-corner-edger-tapetech-30ttx-sch","209030","#10-24 Wingnut","",""
"tapetech-corner-applicator-sch","1","CONE SS","",""
"tapetech-corner-applicator-sch","2","4-40 STOPNUT ELASTIC SST","",""
"tapetech-corner-applicator-sch","2","4-40 STOPNUT ELASTIC SST","",""
"tapetech-corner-applicator-sch","3","4-40 X 5/16 FLAT HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","4","4-40 X 5/16 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","6","6-32 X 3/8 FILLISTER SCREW SST","",""
"tapetech-corner-applicator-sch","7","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","7","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","7","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","8","10-32X1/2 BHMS","",""
"tapetech-corner-applicator-sch","8","10-32X1/2 BHMS","",""
"tapetech-corner-applicator-sch","9","8"" SEAL HOLDER","",""
"tapetech-corner-applicator-sch","10","SEAL","",""
"tapetech-corner-applicator-sch","13","VALVE HOLDER","",""
"tapetech-corner-applicator-sch","14","3-48 HEX STOPNUT","",""
"tapetech-corner-applicator-sch","15","FILLER BODY HOLDER","",""
"tapetech-corner-applicator-sch","16","VALVE","",""
"tapetech-corner-applicator-sch","18","PIVOT BEARING","",""
"tapetech-corner-applicator-sch","18","PIVOT BEARING","",""
"tapetech-corner-applicator-sch","19","BEARING","",""
"tapetech-corner-applicator-sch","19","BEARING","",""
"tapetech-corner-applicator-sch","20","PIVOT","",""
"tapetech-corner-applicator-sch","21","6-32 X 3/16 FILLISTER HEAD SCREW SST","",""
"tapetech-corner-applicator-sch","22","8"" PRESSURE PLATE","",""
"tapetech-corner-applicator-sch","23","8"" WIPERS","",""
"tapetech-corner-applicator-sch","25","HANDLE CONNECTOR","",""
"tapetech-corner-applicator-sch","26","APPLICATOR HANDLE ASSEMBLY","",""
"tapetech-corner-applicator-sch","27","5/16-18/3/4 THUMBSCREW","",""
"tapetech-corner-applicator-sch","28","VALVE SPRING","",""
"tapetech-corner-applicator-sch","29","8-32 X 1/4 SETSCREW 1/2 DOG SST","",""
"tapetech-corner-applicator-sch","30","10-32X5/8 RHMS","",""
"tapetech-corner-applicator-sch","31","1/4-20X58 HEX HEAD SCREW","",""
"tapetech-corner-applicator-sch","32","FRICTION WASHER","",""
"tapetech-corner-applicator-sch","33","LATCH","",""
"tapetech-corner-applicator-sch","34","WASHER","",""
"tapetech-corner-applicator-sch","35","10-32 LOCKNUT","",""
"tapetech-corner-applicator-sch","36","8"" APPLICATOR HOUSING","",""
"tapetech-corner-applicator-sch","37","HANDLE GRIP, BLACK, NO LOGO","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","1","CENTER CLIP","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","2","2"" HEAD","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","3","8-32 X 1/4 SETSCREW 1/2 DOG SST","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","4","CENTER CLIP ASSY","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","6","2"" CARBIDE BLADE","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","7","SKID","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","8","2"" FRAME RIGHT","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","9","4-40X1/8 SET SCREW","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","10","INSERT SOCKET","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","11","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","14","2"" FRAME LEFT","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","15","4-40 X 3/16 BIND HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","16","BLADE HOLDER STOP","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","17","BLADE TENSION SPRING","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","18","SPRING RETAINER","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","19","6-32 X 1/2 FILLISTER HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-40tt-sch","21","RETAINER SPRING (2"" CORNER FINISHER HEAD)","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","059091","Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.","","059091"
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","402002F","Spring Retainer","","402002F"
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","409010","Spring","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","402012","Ball Retainer","","402012"
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","489013","6-32 X 1/8 Setscrew","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","420009","Blade, Carbide, 2.5"" C.F.","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","409011","Skid","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","480017F","Center Clip","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","480230","Head Frame Stop","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","420015","EasyRoll Frame, 2.5"", Left","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","426001","EasyRoll Head, 2.5"", Universal","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","480021","Inside Tension Spring","","480021"
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","059084","Setscrew","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","402019","Frame Stop","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","420016","EasyRoll Frame, 2.5"", Right","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","059037","Screw 4-40 X 1/4 Bind Hd. S.S","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","489022","Screw, 4-40 X 31/64","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","402006","Insert Socket","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","359005","Screw: 6-32 X 1/4 Bind Hd.","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","059037","Screw 4-40 X 1/4 Bind Hd. S.S","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","480002F","Wear Pad","","480002F"
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","359005","Screw: 6-32 X 1/4 Bind Hd.","",""
"tapetech-90-inside-corner-edger-tapetech-42tt-sch","484014F","Center Clip Ass'Y","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","10","6-32 X 1/2 FILLISTER HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","6","SPRING RETAINER","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","11","RETAINER SPRING","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","12","CENTER CLIP","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","13","8-32 X 1/4 SETSCREW 1/2 DOG SST","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","7","3"" HEAD","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","5","BLADE TENSION SPR.","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","4","BLADE TENSION SPRG","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","3","FRAME, LEFT","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","2","4-40X1/8 SET SCREW","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","19","BLADE HOLDER STOP","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","14","CENTER CLIP ASSY","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","2","4-40X1/8 SET SCREW","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","20","INSERT SOCKET","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","8","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","18","4-40 X 3/16 BIND HEAD SCREW SST","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","15","BLADE, CARBIDE","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","16","SKID","",""
"tapetech-90-inside-corner-edger-tapetech-45tt-sch","17","FRAME, RIGHT","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","059084","Setscrew","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","059091","Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.","","059091"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","359005","Screw: 6-32 X 1/4 Bind Hd.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","402002F","4800Spring Retainer","","402002F"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","402006","Insert Socket","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","402012","Ball Retainer","","402012"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","409010","Spring","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","450009F","Blade, Carbide, 3"" C.F.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480002F","4040Wear Pad","","480002F"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480005","Outside Tension Spring","","480005"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480007F","Adjust Arm, Right","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480008F","Adjust Arm, Left","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480015F","Easyroll Frame, Left","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480016F","Easyroll Frame, Right","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480017E","Center Clip","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480021","Inside Tension Spring","","480021"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480026","Wheel, Grooved","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","480027","Bushing","","480027"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","484014F","Center Clip Ass'Y","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","486001F","3"" Cf Head Easyroll, No Logo","","486001F"
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489013","6-32 X 1/8 Setscrew","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489020","Screw, 4-40 X 5/16 Nylock Pan Hd.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489022","Screw, 4-40 X 31/64","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489023","Flat Washer, #6 S.S.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489023","Flat Washer, #6 S.S.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489028","O""Ring 568-108","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","489029","Screw, 6-32 X 5/8 Soc. Hd. S.S.","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","059037","Screw 4-40 X 1/4 Bind Hd. S.S","",""
"tapetech-90-inside-corner-edger-tapetech-48tt-sch","409011","Skid","",""
"tapetech-corner-applicator-sch-2","1","7"" HOUSING","",""
"tapetech-corner-applicator-sch-2","2","4-40 X 5/16 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch-2","3","WASHER","",""
"tapetech-corner-applicator-sch-2","4","LATCH","",""
"tapetech-corner-applicator-sch-2","5","FRICTION WASHER","",""
"tapetech-corner-applicator-sch-2","6","10-32X5/8 RHMS","",""
"tapetech-corner-applicator-sch-2","7","8-32 X 1/4 SETSCREW 1/2 DOG SST","",""
"tapetech-corner-applicator-sch-2","8","VALVE HOLDER","",""
"tapetech-corner-applicator-sch-2","9","3-48 HEX STOPNUT","",""
"tapetech-corner-applicator-sch-2","10","VALVE SPRING","",""
"tapetech-corner-applicator-sch-2","11","FILLER BODY HOLDER","",""
"tapetech-corner-applicator-sch-2","12","1/4-20X58 HEX HEAD SCREW","",""
"tapetech-corner-applicator-sch-2","13","VALVE","",""
"tapetech-corner-applicator-sch-2","14","7"" WIPER","",""
"tapetech-corner-applicator-sch-2","15","PRESSURE PLATE","",""
"tapetech-corner-applicator-sch-2","16","10-32 LOCKNUT","",""
"tapetech-corner-applicator-sch-2","17","HANDLE CONNECTOR","",""
"tapetech-corner-applicator-sch-2","18","5/16-18/3/4 THUMBSCREW","",""
"tapetech-corner-applicator-sch-2","20","6-32 X 3/16 FILLISTER HEAD SCREW SST","",""
"tapetech-corner-applicator-sch-2","21","PIVOT","",""
"tapetech-corner-applicator-sch-2","22","BEARING","",""
"tapetech-corner-applicator-sch-2","23","PIVOT BEARING","",""
"tapetech-corner-applicator-sch-2","25","7"" SEAL HOLDER","",""
"tapetech-corner-applicator-sch-2","26","10-32X1/2 BHMS","",""
"tapetech-corner-applicator-sch-2","27","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-corner-applicator-sch-2","28","SEAL","",""
"tapetech-corner-applicator-sch-2","29","HANDLE GRIP, BLACK, NO LOGO","",""
"tapetech-corner-applicator-sch-2","30","6-32 X 3/8 FILLISTER SCREW SST","",""
"tapetech-corner-applicator-sch-2","32","4-40 STOPNUT ELASTIC SST","",""
"tapetech-corner-applicator-sch-2","33","CONE SS","",""
"tapetech-corner-applicator-sch-2","34","4-40 X 5/16 FLAT HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","1","2"" BODY ASSEMBLY","",""
"tapetech-easyclean-nail-spotter-sch","2","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","3","SPECIAL RIVET","",""
"tapetech-easyclean-nail-spotter-sch","4","SKID","",""
"tapetech-easyclean-nail-spotter-sch","5","4-4- X 3/8 FLAT HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","6","4-40X1/2 FILLISTER HEAD MS","",""
"tapetech-easyclean-nail-spotter-sch","7","2"" FACING","",""
"tapetech-easyclean-nail-spotter-sch","8","BLADE CLAMP ASSY","",""
"tapetech-easyclean-nail-spotter-sch","9","2"" NAIL SPOTTER BLADE, CARBIDE","",""
"tapetech-easyclean-nail-spotter-sch","10","SERRATED HEX FLANGE NUT (REPLACES 609043)","",""
"tapetech-easyclean-nail-spotter-sch","11","8-32 HEX ELASTIC STOPNUT","",""
"tapetech-easyclean-nail-spotter-sch","12","ADJUSTABLE STOP","",""
"tapetech-easyclean-nail-spotter-sch","13","PLASTIC WASHER","",""
"tapetech-easyclean-nail-spotter-sch","14","2"" WIPER","",""
"tapetech-easyclean-nail-spotter-sch","15","#10 LOCKWASHER (REPAIR ONLY)","",""
"tapetech-easyclean-nail-spotter-sch","16","2"" PRESS PLATE ASSEMBLY","",""
"tapetech-easyclean-nail-spotter-sch","17","WASHER","",""
"tapetech-easyclean-nail-spotter-sch","18","SPECIAL WASHER","",""
"tapetech-easyclean-nail-spotter-sch","19","10-32 LOCKNUT","",""
"tapetech-easyclean-nail-spotter-sch","20","#8 LOCKWASHER","",""
"tapetech-easyclean-nail-spotter-sch","21","#10 BRASS WASHER","",""
"tapetech-easyclean-nail-spotter-sch","22","FRICTION WASHER","",""
"tapetech-easyclean-nail-spotter-sch","23","# 6-32 LOCKNUT","",""
"tapetech-easyclean-nail-spotter-sch","24","NUT BLOCK","",""
"tapetech-easyclean-nail-spotter-sch","25","ADAPTOR","",""
"tapetech-easyclean-nail-spotter-sch","26","NUT SPECIAL","",""
"tapetech-easyclean-nail-spotter-sch","28","10-32X3/4' FLAT HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","29","ROUND HEAD SCREW","",""
"tapetech-easyclean-nail-spotter-sch","30","4-40 X 3/16 BIND HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","31","10-32X5/8 RHMS","",""
"tapetech-easyclean-nail-spotter-sch","33","2"" HINGE BLOCK","",""
"tapetech-easyclean-nail-spotter-sch","34","2"" INSERT","",""
"tapetech-easyclean-nail-spotter-sch","35","4-40 STOPNUT ELASTIC SST","",""
"tapetech-easyclean-nail-spotter-sch","36","8-32X3/8 BIND HEAD SCREW","",""
"tapetech-easyclean-nail-spotter-sch","37","PRESSURE PLATE TAB (REPAIR ONLY)","",""
"tapetech-easyclean-nail-spotter-sch","38","SPRING","",""
"tapetech-easyclean-nail-spotter-sch","39","2"" LATCH","",""
"tapetech-easyclean-nail-spotter-sch","40","CONNECTOR","",""
"tapetech-easyclean-nail-spotter-sch","41","6-32 X 3/8 FILLISTER SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch","43","6-32 X 3/32 SCRES SLOTTED RD","",""
"tapetech-easyclean-nail-spotter-sch-2","1","3"" BODY ASSEMBLY","",""
"tapetech-easyclean-nail-spotter-sch-2","2","6-32 X 1/4 BIND HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch-2","3","SPECIAL RIVET","",""
"tapetech-easyclean-nail-spotter-sch-2","4","SKID","",""
"tapetech-easyclean-nail-spotter-sch-2","5","4- 3/8 FLAT HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch-2","6","4-40X1/2 FILLISTER HEAD MS","",""
"tapetech-easyclean-nail-spotter-sch-2","7","3"" FACING","",""
"tapetech-easyclean-nail-spotter-sch-2","8","BLADE CLAMP ASSY","",""
"tapetech-easyclean-nail-spotter-sch-2","9","3"" NAIL SPOTTER BLADE","",""
"tapetech-easyclean-nail-spotter-sch-2","10","SERRATED HEX FLANGE NUT (REPLACES 609043)","",""
"tapetech-easyclean-nail-spotter-sch-2","11","6-32 X 3/32 S CRES SLOTTED RD","",""
"tapetech-easyclean-nail-spotter-sch-2","12","ADJUSTABLE STOP","",""
"tapetech-easyclean-nail-spotter-sch-2","13","PLASTIC WASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","14","3"" WIPER","",""
"tapetech-easyclean-nail-spotter-sch-2","15","#10 LOCKWASHER (REPAIR ONLY)","",""
"tapetech-easyclean-nail-spotter-sch-2","16","3"" PRESSURE PLATE ASSEMBLY","",""
"tapetech-easyclean-nail-spotter-sch-2","17","WASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","18","SPECIAL WASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","19","WASHER SPECIAL","",""
"tapetech-easyclean-nail-spotter-sch-2","20","10-32 LOCKNUT","",""
"tapetech-easyclean-nail-spotter-sch-2","20","10-32 LOCKNUT","",""
"tapetech-easyclean-nail-spotter-sch-2","21","#10 BRASS WASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","22","FRICTION WASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","23","#8 LOCKWASHER","",""
"tapetech-easyclean-nail-spotter-sch-2","24","8-32X3/8 BIND HEAD SCREW","",""
"tapetech-easyclean-nail-spotter-sch-2","25","ADAPTOR","",""
"tapetech-easyclean-nail-spotter-sch-2","25","ADAPTOR","",""
"tapetech-easyclean-nail-spotter-sch-2","26","NUT SPECIAL","",""
"tapetech-easyclean-nail-spotter-sch-2","28","10-32X3/4' FLAT HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch-2","29","ROUND HEAD SCREW","",""
"tapetech-easyclean-nail-spotter-sch-2","30","4-40 X 3/16 BIND HEAD SCREW SST","",""
"tapetech-easyclean-nail-spotter-sch-2","31","10-32X3/4 ROUND HEAD SCREW (REPAIR ONLY)","",""
"tapetech-easyclean-nail-spotter-sch-2","32","NUT BLOCK","",""
"tapetech-easyclean-nail-spotter-sch-2","33","3"" HINGE BLOCK","",""
"tapetech-easyclean-nail-spotter-sch-2","34","3"" INSERT","",""
"tapetech-easyclean-nail-spotter-sch-2","35","4-40 STOPNUT ELASTIC SST","",""
"tapetech-easyclean-nail-spotter-sch-2","36","10-32X1/2 BHMS","",""
"tapetech-easyclean-nail-spotter-sch-2","37","PRESSURE PLATE TAB (REPAIR ONLY)","",""
"tapetech-easyclean-nail-spotter-sch-2","38","SPRING","",""
"tapetech-easyclean-nail-spotter-sch-2","39","3"" LATCH","",""
"tapetech-easyclean-nail-spotter-sch-2","41","CONNECTOR","",""
"tapetech-easyclean-nail-spotter-sch-2","42","# 6-32 LOCKNUT","",""
"tapetech-easyclean-nail-spotter-sch-2","43","6-32 X 3/8 FILLISTER SCREW SST","",""
"tapetech-flat-box-handle-sch","809025","Slotted Spring Pin 1/8 X 3/4 Sst.","",""
"tapetech-flat-box-handle-sch","804003F","Grip Assembly","",""
"tapetech-flat-box-handle-sch","809024","Stscrew 1/4-28X1/4","",""
"tapetech-flat-box-handle-sch","702031F","Handle Ball","",""
"tapetech-flat-box-handle-sch","809011","Thumbscrew 5/16 - 18 X 3/4 Dog Point","","809011"
"tapetech-flat-box-handle-sch","059037","Screw 4-40 X 1/4 Bind Hd. S.S","",""
"tapetech-flat-box-handle-sch","800027","Connector, Short","","800027"
"tapetech-flat-box-handle-sch","609012","Stopnut 4-40 S.S","",""
"tapetech-flat-box-handle-sch","808015F","Hinge Assy","","808015F"
"tapetech-flat-box-handle-sch","809024","Stscrew 1/4-28X1/4","",""
"tapetech-flat-box-handle-sch","059143","Cotter Pin 1/16 X 1/2 SST.","",""
"tapetech-flat-box-handle-sch","809012","8-32 X 3/8 Hex Socket Capscrew 18-8 S.S.","",""
"tapetech-flat-box-handle-sch","809017","#8 Reg. Spring Helical Lockwasher, Sst.","",""
"tapetech-flat-box-handle-sch","800021F","Pin","","800021F"
"tapetech-flat-box-handle-sch","800008","Pivot Arm","",""
"tapetech-flat-box-handle-sch","059012","Screw 6-32 X 3/8 Fil. Hd. S.S.","",""
"tapetech-flat-box-handle-sch","059260","Nut 8-32 Hex. H.D. S.S","",""
"tapetech-flat-box-handle-sch","809004","8-32 x 3/4 Hex Soc Set Screw","",""
"tapetech-flat-box-handle-sch","800018F","Connector Plate, Notched","","800018F"
"tapetech-flat-box-handle-sch","800016","Quadrant","",""
"tapetech-flat-box-handle-sch","809012","8-32 X 3/8 Hex Socket Capscrew 18-8 S.S.","",""
"tapetech-flat-box-handle-sch","809017","#8 Reg. Spring Helical Lockwasher, Sst.","",""
